ID,Value[0],Value[1],Value[2],Value[3],ParentItemBonusListID,Type,OrderIndex
11518,300,0,0,0,6145,1,0
11519,301,0,0,0,6146,1,0
11520,302,0,0,0,6147,1,0
11521,303,0,0,0,6148,1,0
11522,304,0,0,0,6149,1,0
11523,305,0,0,0,6150,1,0
11524,306,0,0,0,6151,1,0
11525,307,0,0,0,6152,1,0
11526,308,0,0,0,6153,1,0
11527,309,0,0,0,6154,1,0
11528,310,0,0,0,6155,1,0
11529,311,0,0,0,6156,1,0
11530,312,0,0,0,6157,1,0
11531,313,0,0,0,6158,1,0
11532,314,0,0,0,6159,1,0
11533,315,0,0,0,6160,1,0
11534,316,0,0,0,6161,1,0
11535,317,0,0,0,6162,1,0
11536,318,0,0,0,6163,1,0
11537,319,0,0,0,6164,1,0
11538,320,0,0,0,6165,1,0
11539,321,0,0,0,6166,1,0
11540,322,0,0,0,6167,1,0
11541,323,0,0,0,6168,1,0
11542,324,0,0,0,6169,1,0
11543,325,0,0,0,6170,1,0
11544,326,0,0,0,6171,1,0
11545,327,0,0,0,6172,1,0
11546,328,0,0,0,6173,1,0
11547,329,0,0,0,6174,1,0
11548,330,0,0,0,6175,1,0
11549,331,0,0,0,6176,1,0
11550,332,0,0,0,6177,1,0
11551,333,0,0,0,6178,1,0
11552,334,0,0,0,6179,1,0
11553,335,0,0,0,6180,1,0
11554,336,0,0,0,6181,1,0
11555,337,0,0,0,6182,1,0
11556,338,0,0,0,6183,1,0
11557,339,0,0,0,6184,1,0
11558,340,0,0,0,6185,1,0
11559,341,0,0,0,6186,1,0
11560,342,0,0,0,6187,1,0
11561,343,0,0,0,6188,1,0
11562,344,0,0,0,6189,1,0
11563,345,0,0,0,6190,1,0
11564,346,0,0,0,6191,1,0
11565,347,0,0,0,6192,1,0
11566,348,0,0,0,6193,1,0
11567,349,0,0,0,6194,1,0
11568,350,0,0,0,6195,1,0
11569,351,0,0,0,6196,1,0
11570,352,0,0,0,6197,1,0
11571,353,0,0,0,6198,1,0
11572,354,0,0,0,6199,1,0
11573,355,0,0,0,6200,1,0
11574,356,0,0,0,6201,1,0
11575,357,0,0,0,6202,1,0
11576,358,0,0,0,6203,1,0
11577,359,0,0,0,6204,1,0
11578,360,0,0,0,6205,1,0
11579,361,0,0,0,6206,1,0
11580,362,0,0,0,6207,1,0
11581,363,0,0,0,6208,1,0
11582,364,0,0,0,6209,1,0
11583,365,0,0,0,6210,1,0
11584,366,0,0,0,6211,1,0
11585,367,0,0,0,6212,1,0
11586,368,0,0,0,6213,1,0
11587,369,0,0,0,6214,1,0
11588,370,0,0,0,6215,1,0
11589,371,0,0,0,6216,1,0
11590,372,0,0,0,6217,1,0
11591,373,0,0,0,6218,1,0
11592,374,0,0,0,6219,1,0
11593,375,0,0,0,6220,1,0
11594,376,0,0,0,6221,1,0
11595,377,0,0,0,6222,1,0
11596,378,0,0,0,6223,1,0
11597,379,0,0,0,6224,1,0
11598,380,0,0,0,6225,1,0
11599,381,0,0,0,6226,1,0
11600,382,0,0,0,6227,1,0
11601,383,0,0,0,6228,1,0
11602,384,0,0,0,6229,1,0
11603,385,0,0,0,6230,1,0
11604,386,0,0,0,6231,1,0
11605,387,0,0,0,6232,1,0
11606,388,0,0,0,6233,1,0
11607,389,0,0,0,6234,1,0
11608,390,0,0,0,6235,1,0
11609,391,0,0,0,6236,1,0
11610,392,0,0,0,6237,1,0
11611,393,0,0,0,6238,1,0
11612,394,0,0,0,6239,1,0
11613,395,0,0,0,6240,1,0
11614,396,0,0,0,6241,1,0
11615,397,0,0,0,6242,1,0
11616,398,0,0,0,6243,1,0
11617,399,0,0,0,6244,1,0
11618,400,0,0,0,6245,1,0
11622,244,100,0,0,6247,19,0
11624,88280,0,0,0,6247,12,1
11643,248,100,0,0,6254,19,0
11645,88280,0,0,0,6254,12,1
11646,250,100,0,0,6255,19,0
11648,88280,0,0,0,6255,12,1
11649,249,100,0,0,6256,19,0
11651,88280,0,0,0,6256,12,1
11652,248,100,0,0,6257,19,0
11654,88280,0,0,0,6257,12,1
11655,250,100,0,0,6258,19,0
11657,88280,0,0,0,6258,12,1
11658,249,100,0,0,6259,19,0
11660,88280,0,0,0,6259,12,1
11661,238,100,0,0,6260,19,0
11662,97166,0,0,0,6260,12,1
11663,97174,0,0,0,6260,20,2
11665,237,100,0,0,6261,19,0
11666,97166,0,0,0,6261,12,1
11667,97174,0,0,0,6261,20,2
11669,236,100,0,0,6262,19,0
11670,97166,0,0,0,6262,12,1
11671,97174,0,0,0,6262,20,2
11673,241,100,0,0,6263,19,0
11674,97167,0,0,0,6263,12,1
11675,97175,0,0,0,6263,20,2
11677,240,100,0,0,6264,19,0
11678,97167,0,0,0,6264,12,1
11679,97175,0,0,0,6264,20,2
11681,239,100,0,0,6265,19,0
11682,97167,0,0,0,6265,12,1
11683,97175,0,0,0,6265,20,2
11685,264,100,0,0,6266,19,0
11686,97168,0,0,0,6266,12,1
11687,97176,0,0,0,6266,20,2
11689,265,100,0,0,6267,19,0
11690,97168,0,0,0,6267,12,1
11691,97176,0,0,0,6267,20,2
11693,266,100,0,0,6268,19,0
11694,97168,0,0,0,6268,12,1
11695,97176,0,0,0,6268,20,2
11697,267,100,0,0,6269,19,0
11698,97169,0,0,0,6269,12,1
11699,97177,0,0,0,6269,20,2
11701,268,100,0,0,6270,19,0
11702,97169,0,0,0,6270,12,1
11703,97177,0,0,0,6270,20,2
11705,269,100,0,0,6271,19,0
11706,97169,0,0,0,6271,12,1
11707,97177,0,0,0,6271,20,2
11713,8,0,0,0,6276,1,3
11718,18,0,0,0,6281,1,3
11723,30,0,0,0,6286,1,1
11725,0,0,0,0,6288,0,0
11727,0,0,0,0,6289,0,0
11728,0,0,0,0,6290,0,0
11729,0,0,0,0,6291,0,0
11730,0,0,0,0,6292,0,0
11731,0,0,0,0,6293,0,0
11732,0,0,0,0,6294,0,0
11733,0,0,0,0,6295,0,0
11734,0,0,0,0,6296,0,0
11735,0,0,0,0,6297,0,0
11736,0,0,0,0,6298,0,0
11737,0,0,0,0,6299,0,0
11739,13505,0,0,0,6301,4,0
11740,0,0,0,0,6300,0,0
11743,13505,0,0,0,6304,4,0
11744,0,0,0,0,6305,0,0
11745,0,0,0,0,6306,0,0
11746,0,0,0,0,6307,0,0
11752,1719,0,0,12326,6310,13,0
11753,11428,1,0,0,6310,4,1
11754,12,100,0,0,6310,9,2
11755,1720,1,0,12327,6311,13,0
11756,13216,0,0,0,6311,4,1
11757,0,0,0,0,6312,21,0
11758,1721,1,0,12328,6312,13,1
11759,13216,0,0,0,6312,4,2
11760,1722,0,0,12329,6313,13,0
11761,11428,1,0,0,6313,4,1
11762,12,100,0,0,6313,9,2
11763,1723,1,0,12330,6314,13,0
11764,13216,0,0,0,6314,4,1
11765,1723,1,0,12330,6315,13,0
11766,0,0,0,0,6316,1,0
11767,3,0,0,0,6317,3,0
11768,12,100,0,0,6317,9,1
11769,11428,-1,0,0,6317,4,2
11770,3,0,0,0,6318,3,0
11771,12,100,0,0,6318,9,1
11772,13239,-1,0,0,6318,4,2
11773,4,0,0,0,6319,3,0
11774,12,100,0,0,6319,9,1
11775,11428,-1,0,0,6319,4,2
11776,4,0,0,0,6320,3,0
11777,12,100,0,0,6320,9,1
11778,13239,-1,0,0,6320,4,2
11794,4,0,0,0,6324,3,0
11796,13302,0,0,0,6325,4,0
11813,4,0,0,0,6328,3,0
11814,13302,0,0,0,6328,4,1
11816,13445,0,0,0,6329,4,0
11833,4,0,0,0,6332,3,0
11834,13445,0,0,0,6332,4,1
11836,13446,0,0,0,6333,4,0
11853,4,0,0,0,6336,3,0
11854,13446,0,0,0,6336,4,1
11855,4,0,0,0,6337,3,0
11856,13447,0,0,0,6337,4,1
11858,13447,0,0,0,6338,4,0
11876,3859,0,0,0,6341,4,0
11877,3,0,0,0,6341,7,1
11896,4,0,0,0,6344,3,0
11897,3859,0,0,0,6344,4,1
11898,3,0,0,0,6344,7,2
11900,0,0,0,0,6346,0,0
11902,0,0,0,0,6348,0,0
11903,0,0,0,0,6349,0,0
11910,151,200,0,0,6278,7,0
11911,151,200,0,0,6279,7,0
11912,151,200,0,0,6280,7,0
11913,151,200,0,0,6281,7,0
11914,151,200,0,0,6282,7,0
11915,152,100,0,0,6283,7,0
11916,152,100,0,0,6284,7,0
11917,152,100,0,0,6285,7,0
11918,152,100,0,0,6286,7,0
11919,3,0,0,0,6350,3,0
11920,88280,200,0,0,6350,12,1
11922,3,0,0,0,6351,3,0
11923,88280,200,0,0,6351,12,1
11925,3,0,0,0,6352,3,0
11926,88280,200,0,0,6352,12,1
11928,1724,1,0,13596,6353,13,0
11929,1725,0,0,13597,6354,13,0
11930,11428,1,0,0,6354,4,1
11931,12,100,0,0,6354,9,2
11932,1726,1,0,13598,6355,13,0
11933,1727,0,0,13599,6356,13,0
11934,11428,1,0,0,6356,4,1
11935,12,100,0,0,6356,9,2
11936,0,0,0,0,5818,0,0
11937,0,0,0,0,6321,0,0
11938,32,1000,0,0,6357,2,0
11939,36,100,0,0,6358,2,0
11940,0,0,0,0,6359,0,0
11941,4,0,0,0,6360,3,0
11942,4,0,0,0,6361,3,0
11943,13302,0,0,0,6361,4,1
11944,0,0,0,0,6362,0,0
11945,4,0,0,0,6363,3,0
11946,13302,0,0,0,6364,4,0
11947,13445,0,0,0,6365,4,0
11948,4,0,0,0,6366,3,0
11949,13445,0,0,0,6366,4,1
11950,4,0,0,0,6367,3,0
11951,13302,0,0,0,6367,4,1
11952,4,0,0,0,6368,3,0
11953,13446,0,0,0,6368,4,1
11954,13302,0,0,0,6369,4,0
11955,13445,0,0,0,6370,4,0
11956,4,0,0,0,6371,3,0
11957,13445,0,0,0,6371,4,1
11958,13446,0,0,0,6372,4,0
11959,13446,0,0,0,6373,4,0
11960,13447,0,0,0,6374,4,0
11961,4,0,0,0,6375,3,0
11962,13447,0,0,0,6375,4,1
11963,3859,0,0,0,6376,4,0
11964,3,0,0,0,6376,7,1
11965,4,0,0,0,6377,3,0
11966,13446,0,0,0,6377,4,1
11967,4,0,0,0,6378,3,0
11968,3859,0,0,0,6378,4,1
11969,3,0,0,0,6378,7,2
11970,4,0,0,0,6379,3,0
11971,13447,0,0,0,6379,4,1
11972,13447,0,0,0,6380,4,0
11973,3859,0,0,0,6381,4,0
11974,3,0,0,0,6381,7,1
11975,4,0,0,0,6382,3,0
11976,3859,0,0,0,6382,4,1
11977,3,0,0,0,6382,7,2
11978,3,0,0,0,6383,3,0
11979,88280,200,0,0,6383,12,1
11981,3,0,0,0,6384,3,0
11982,88280,200,0,0,6384,12,1
11984,3,0,0,0,6385,3,0
11985,88280,200,0,0,6385,12,1
11987,0,0,0,0,6386,0,0
11988,4,0,0,0,6387,3,0
11989,0,0,0,0,6388,0,0
11990,0,0,0,0,6389,0,0
11991,71,1753,0,0,6390,2,0
11992,7,2630,0,0,6390,2,1
11993,32,2333,0,0,6390,2,2
11994,71,1753,0,0,6391,2,0
11995,7,2630,0,0,6391,2,1
11996,36,2333,0,0,6391,2,2
11997,71,1753,0,0,6392,2,0
11998,7,2630,0,0,6392,2,1
11999,49,2333,0,0,6392,2,2
12000,71,1753,0,0,6393,2,0
12001,7,2630,0,0,6393,2,1
12002,40,2333,0,0,6393,2,2
12003,32,10000,0,0,6394,2,0
12004,32,20000,0,0,6395,2,0
12005,32,30000,0,0,6396,2,0
12006,36,10000,0,0,6397,2,0
12007,36,20000,0,0,6398,2,0
12008,36,30000,0,0,6399,2,0
12009,13216,0,0,0,6355,4,1
12010,71,1753,0,0,6400,2,0
12011,7,2630,0,0,6400,2,1
12012,32,4667,0,0,6400,2,2
12013,71,1753,0,0,6401,2,0
12014,7,2630,0,0,6401,2,1
12015,36,4667,0,0,6401,2,2
12016,71,1753,0,0,6402,2,0
12017,7,2630,0,0,6402,2,1
12018,49,4667,0,0,6402,2,2
12019,71,1753,0,0,6403,2,0
12020,7,2630,0,0,6403,2,1
12021,40,4667,0,0,6403,2,2
12022,71,1753,0,0,6404,2,0
12023,7,2630,0,0,6404,2,1
12024,32,7000,0,0,6404,2,2
12025,71,1753,0,0,6405,2,0
12026,7,2630,0,0,6405,2,1
12027,36,7000,0,0,6405,2,2
12028,71,1753,0,0,6406,2,0
12029,7,2630,0,0,6406,2,1
12030,49,7000,0,0,6406,2,2
12031,71,1753,0,0,6407,2,0
12032,7,2630,0,0,6407,2,1
12033,40,7000,0,0,6407,2,2
12034,61,3000,0,0,6408,2,0
12035,62,3000,0,0,6409,2,0
12036,63,3000,0,0,6410,2,0
12037,64,3000,0,0,6411,2,0
12038,0,0,0,0,6412,0,0
12039,0,0,0,0,6413,0,0
12040,0,0,0,0,6414,0,0
12041,13513,0,0,0,6415,4,0
12042,1728,1000,0,14096,6416,13,0
12043,13516,0,0,0,6417,4,0
12044,13517,0,0,0,6418,4,0
12045,13518,0,0,0,6419,4,0
12046,13519,0,0,0,6420,4,0
12047,13520,0,0,0,6421,4,0
12048,13521,0,0,0,6422,4,0
12049,1729,1,2063,14301,6423,13,0
12050,1729,1,2062,14301,6424,13,0
12051,13216,0,0,0,6424,4,1
12052,1730,0,2062,14302,6425,13,0
12053,11428,1,0,0,6425,4,1
12054,12,100,0,0,6425,9,2
12055,1731,1,2062,14303,6426,13,0
12056,13216,0,0,0,6426,4,1
12057,1732,0,2062,14304,6427,13,0
12058,11428,1,0,0,6427,4,1
12059,12,100,0,0,6427,9,2
12060,0,0,0,0,6428,21,0
12061,1733,1,2061,14305,6428,13,1
12062,13216,0,0,0,6428,4,2
12063,1734,1,888,14306,6429,13,0
12064,1735,0,888,14307,6430,13,0
12065,11428,1,0,0,6430,4,1
12066,12,100,0,0,6430,9,2
12067,1736,0,424,14308,6431,13,0
12068,11428,1,0,0,6431,4,1
12069,12,100,0,0,6431,9,2
12070,1737,1,424,14309,6432,13,0
12071,13216,0,0,0,6432,4,1
12073,13529,0,0,0,6286,4,2
12074,13528,0,0,0,6285,4,1
12075,13527,0,0,0,6284,4,1
12076,13526,0,0,0,6283,4,1
12077,13525,0,0,0,6282,4,1
12078,13524,0,0,0,6281,4,1
12079,6798,0,0,0,6280,4,1
12080,13294,0,0,0,6279,4,1
12081,4965,0,0,0,6278,4,1
12082,4970,0,0,0,6277,4,1
12083,4961,0,0,0,6276,4,1
12084,4957,0,0,0,6275,4,1
12085,4953,0,0,0,6274,4,1
12086,4949,0,0,0,6273,4,1
12087,4918,0,0,0,6272,4,1
12088,420,0,0,0,6434,23,0
12089,22,50,0,0,6435,2,0
12090,23,50,0,0,6435,2,1
12094,116155,0,0,0,6437,23,0
12097,116156,0,0,0,6438,23,0
12100,116157,0,0,0,6439,23,0
12103,116214,0,0,0,6440,23,0
12106,10,0,0,0,6277,1,3
12107,12,0,0,0,6278,1,3
12108,14,0,0,0,6279,1,3
12109,16,0,0,0,6280,1,3
12110,20,0,0,0,6282,1,3
12111,22,0,0,0,6283,1,3
12112,24,0,0,0,6284,1,3
12113,26,0,0,0,6285,1,3
12115,23,1000,0,0,6441,2,0
12116,116214,0,0,0,6442,23,0
12117,22,1100,0,0,6442,2,1
12118,116214,0,0,0,6443,23,0
12119,22,1200,0,0,6443,2,1
12120,116214,0,0,0,6444,23,0
12121,22,1300,0,0,6444,2,1
12122,116214,0,0,0,6445,23,0
12123,22,1400,0,0,6445,2,1
12125,22,600,0,0,6446,2,0
12127,22,700,0,0,6447,2,0
12129,22,800,0,0,6448,2,0
12130,116213,0,0,0,6449,23,0
12131,22,5,0,0,6450,2,0
12133,22,6,0,0,6451,2,0
12135,22,7,0,0,6452,2,0
12137,22,8,0,0,6453,2,0
12139,22,9,0,0,6454,2,0
12141,22,10,0,0,6455,2,0
12143,22,11,0,0,6456,2,0
12145,22,12,0,0,6457,2,0
12147,22,13,0,0,6458,2,0
12149,22,14,0,0,6459,2,0
12151,22,15,0,0,6460,2,0
12153,22,16,0,0,6461,2,0
12155,22,15,0,0,6462,2,0
12157,22,18,0,0,6463,2,0
12159,22,19,0,0,6464,2,0
12161,22,20,0,0,6465,2,0
12163,22,21,0,0,6466,2,0
12165,22,22,0,0,6467,2,0
12167,22,23,0,0,6468,2,0
12169,22,24,0,0,6469,2,0
12171,22,20,0,0,6470,2,0
12173,116221,0,0,0,6471,23,0
12174,116222,0,0,0,6472,23,0
12175,116223,0,0,0,6473,23,0
12176,116224,0,0,0,6474,23,0
12177,116225,0,0,0,6475,23,0
12178,116226,0,0,0,6476,23,0
12179,116227,0,0,0,6477,23,0
12180,116228,0,0,0,6478,23,0
12181,116229,0,0,0,6479,23,0
12182,116230,0,0,0,6480,23,0
12183,116231,0,0,0,6481,23,0
12184,116232,0,0,0,6482,23,0
12185,116233,0,0,0,6483,23,0
12186,116234,0,0,0,6484,23,0
12187,116235,0,0,0,6485,23,0
12188,116236,0,0,0,6486,23,0
12189,116237,0,0,0,6487,23,0
12190,116238,0,0,0,6488,23,0
12191,116239,0,0,0,6489,23,0
12192,116240,0,0,0,6490,23,0
12193,116241,0,0,0,6491,23,0
12194,116242,0,0,0,6492,23,0
12195,116243,0,0,0,6493,23,0
12196,116244,0,0,0,6494,23,0
12197,116245,0,0,0,6495,23,0
12198,116246,0,0,0,6496,23,0
12199,116247,0,0,0,6497,23,0
12200,116248,0,0,0,6498,23,0
12201,23,5,0,0,6272,2,2
12202,23,12,0,0,6273,2,2
12203,23,12,0,0,6274,2,2
12204,23,20,0,0,6276,2,2
12205,23,20,0,0,6275,2,2
12206,23,20,0,0,6277,2,2
12207,23,27,0,0,6278,2,2
12208,23,27,0,0,6279,2,2
12209,23,35,0,0,6280,2,2
12210,23,35,0,0,6281,2,2
12211,23,42,0,0,6282,2,2
12212,23,42,0,0,6283,2,2
12213,23,42,0,0,6284,2,2
12214,23,50,0,0,6285,2,2
12215,23,50,0,0,6286,2,3
12216,0,0,741,16570,6499,13,0
12217,0,0,741,5449,6500,13,0
12218,2,0,0,0,6273,1,3
12219,4,0,0,0,6274,1,3
12220,6,0,0,0,6275,1,3
12221,264,100,0,0,6501,19,0
12222,100715,0,0,0,6501,12,1
12223,100719,0,0,0,6501,20,2
12225,265,100,0,0,6502,19,0
12226,100715,0,0,0,6502,12,1
12227,100719,0,0,0,6502,20,2
12229,266,100,0,0,6503,19,0
12230,100715,0,0,0,6503,12,1
12231,100719,0,0,0,6503,20,2
12233,267,100,0,0,6504,19,0
12234,100716,0,0,0,6504,12,1
12235,100720,0,0,0,6504,20,2
12237,268,100,0,0,6505,19,0
12238,100716,0,0,0,6505,12,1
12239,100720,0,0,0,6505,20,2
12241,269,100,0,0,6506,19,0
12242,100716,0,0,0,6506,12,1
12243,100720,0,0,0,6506,20,2
12245,270,100,0,0,6507,19,0
12246,100717,0,0,0,6507,12,1
12247,100721,0,0,0,6507,20,2
12249,271,100,0,0,6508,19,0
12250,100717,0,0,0,6508,12,1
12251,100721,0,0,0,6508,20,2
12253,272,100,0,0,6509,19,0
12254,100717,0,0,0,6509,12,1
12255,100721,0,0,0,6509,20,2
12257,273,100,0,0,6510,19,0
12258,100718,0,0,0,6510,12,1
12259,100722,0,0,0,6510,20,2
12261,274,100,0,0,6511,19,0
12262,100718,0,0,0,6511,12,1
12263,100722,0,0,0,6511,20,2
12265,275,100,0,0,6512,19,0
12266,100718,0,0,0,6512,12,1
12267,100722,0,0,0,6512,20,2
12269,0,0,0,0,6434,0,1
12270,0,0,0,0,6513,0,0
12272,1,7,0,0,6514,6,0
12273,0,0,0,0,6515,0,0
12274,0,0,0,0,6516,0,0
12276,116658,0,0,0,6273,23,4
12277,116661,0,0,0,6274,23,4
12278,116662,0,0,0,6275,23,4
12279,116663,0,0,0,6276,23,4
12280,116664,0,0,0,6277,23,4
12281,116665,0,0,0,6278,23,4
12282,116666,0,0,0,6279,23,4
12283,116667,0,0,0,6280,23,4
12284,116668,0,0,0,6281,23,4
12285,116669,0,0,0,6282,23,4
12286,116670,0,0,0,6283,23,4
12287,116671,0,0,0,6284,23,4
12288,116672,0,0,0,6285,23,4
12289,116673,0,0,0,6286,23,4
12290,4,0,0,0,6517,3,0
12291,13445,0,0,0,6517,4,1
12292,4,0,0,0,6518,3,0
12293,13446,0,0,0,6518,4,1
12294,4,0,0,0,6519,3,0
12295,13447,0,0,0,6519,4,1
12296,4,0,0,0,6520,3,0
12297,3859,0,0,0,6520,4,1
12298,3,0,0,0,6520,7,2
12299,13446,0,0,0,6521,4,0
12300,13447,0,0,0,6522,4,0
12301,3859,0,0,0,6523,4,0
12302,3,0,0,0,6523,7,1
12303,0,0,0,0,6470,0,1
12304,0,0,0,0,6469,0,1
12305,0,0,0,0,6468,0,1
12306,0,0,0,0,6467,0,1
12307,0,0,0,0,6466,0,1
12308,0,0,0,0,6465,0,1
12309,0,0,0,0,6464,0,1
12310,0,0,0,0,6463,0,1
12311,0,0,0,0,6462,0,1
12312,0,0,0,0,6461,0,1
12313,0,0,0,0,6460,0,1
12314,0,0,0,0,6459,0,1
12315,0,0,0,0,6458,0,1
12316,0,0,0,0,6457,0,1
12317,0,0,0,0,6456,0,1
12318,0,0,0,0,6455,0,1
12319,0,0,0,0,6454,0,1
12320,0,0,0,0,6453,0,1
12321,0,0,0,0,6452,0,1
12322,0,0,0,0,6451,0,1
12323,0,0,0,0,6450,0,1
12324,151,200,0,0,6277,7,0
12326,150,300,0,0,6273,7,0
12327,150,300,0,0,6274,7,0
12328,150,300,0,0,6275,7,0
12329,150,300,0,0,6276,7,0
12331,150,300,0,0,6272,7,0
12332,116723,0,0,0,6277,23,5
12333,116723,0,0,0,6278,23,5
12334,116723,0,0,0,6279,23,5
12335,116723,0,0,0,6280,23,5
12336,116723,0,0,0,6281,23,5
12337,116723,0,0,0,6282,23,5
12338,116723,0,0,0,6283,23,6
12339,116723,0,0,0,6284,23,6
12340,116723,0,0,0,6285,23,6
12341,116723,0,0,0,6286,23,6
12342,278,100,0,0,6524,19,0
12343,101501,0,0,0,6524,12,1
12346,277,100,0,0,6525,19,0
12347,101501,0,0,0,6525,12,1
12350,276,100,0,0,6526,19,0
12351,101501,0,0,0,6526,12,1
12354,3,0,0,0,6527,7,0
12355,13289,0,0,0,6527,4,1
12356,3,0,0,0,6528,7,0
12357,13289,0,0,0,6528,4,1
12358,0,0,0,0,6528,0,2
12359,3,0,0,0,6529,7,0
12360,13290,0,0,0,6529,4,1
12361,3,0,0,0,6530,7,0
12362,13290,0,0,0,6530,4,1
12363,0,0,0,0,6530,0,2
12364,3,0,0,0,6531,7,0
12365,13308,0,0,0,6531,4,1
12366,3,0,0,0,6532,7,0
12367,13308,0,0,0,6532,4,1
12368,0,0,0,0,6532,0,2
12369,3,0,0,0,6533,7,0
12370,13309,0,0,0,6533,4,1
12371,3,0,0,0,6534,7,0
12372,13309,0,0,0,6534,4,1
12373,0,0,0,0,6534,0,2
12374,3,0,0,0,6535,7,0
12375,13310,0,0,0,6535,4,1
12376,3,0,0,0,6536,7,0
12377,13310,0,0,0,6536,4,1
12378,0,0,0,0,6536,0,2
12379,116780,0,0,0,6284,23,5
12380,116780,0,0,0,6285,23,5
12381,116780,0,0,0,6286,23,5
12382,116657,0,0,0,6272,23,3
12383,116782,0,0,0,6537,23,0
12384,22,25,0,0,6537,2,1
12385,0,0,0,0,6537,0,2
12386,116783,0,0,0,6538,23,0
12387,22,50,0,0,6538,2,1
12388,0,0,0,0,6538,0,2
12389,116784,0,0,0,6539,23,0
12390,22,75,0,0,6539,2,1
12391,0,0,0,0,6539,0,2
12392,116785,0,0,0,6540,23,0
12393,22,15,0,0,6540,2,1
12394,0,0,0,0,6540,0,2
12395,116786,0,0,0,6541,23,0
12396,22,35,0,0,6541,2,1
12397,0,0,0,0,6541,0,2
12398,116787,0,0,0,6542,23,0
12399,22,66,0,0,6542,2,1
12400,0,0,0,0,6542,0,2
12401,116788,0,0,0,6543,23,0
12402,22,10,0,0,6543,2,1
12403,0,0,0,0,6543,0,2
12404,116789,0,0,0,6544,23,0
12405,22,35,0,0,6544,2,1
12406,0,0,0,0,6544,0,2
12407,116790,0,0,0,6545,23,0
12408,22,66,0,0,6545,2,1
12409,0,0,0,0,6545,0,2
12410,116791,0,0,0,6546,23,0
12411,22,15,0,0,6546,2,1
12412,0,0,0,0,6546,0,2
12413,116792,0,0,0,6547,23,0
12414,22,12,0,0,6547,2,1
12415,0,0,0,0,6547,0,2
12416,116793,0,0,0,6548,23,0
12417,22,30,0,0,6548,2,1
12418,0,0,0,0,6548,0,2
12419,116794,0,0,0,6549,23,0
12420,22,25,0,0,6549,2,1
12421,0,0,0,0,6549,0,2
12422,116795,0,0,0,6550,23,0
12423,22,35,0,0,6550,2,1
12424,0,0,0,0,6550,0,2
12425,116796,0,0,0,6551,23,0
12426,22,60,0,0,6551,2,1
12427,0,0,0,0,6551,0,2
12428,116797,0,0,0,6552,23,0
12429,22,20,0,0,6552,2,1
12430,0,0,0,0,6552,0,2
12431,116798,0,0,0,6553,23,0
12432,22,50,0,0,6553,2,1
12433,0,0,0,0,6553,0,2
12434,116799,0,0,0,6554,23,0
12435,22,75,0,0,6554,2,1
12436,0,0,0,0,6554,0,2
12437,116800,0,0,0,6555,23,0
12438,22,15,0,0,6555,2,1
12439,0,0,0,0,6555,0,2
12440,116801,0,0,0,6556,23,0
12441,22,15,0,0,6556,2,1
12442,0,0,0,0,6556,0,2
12443,116802,0,0,0,6557,23,0
12444,22,15,0,0,6557,2,1
12445,0,0,0,0,6557,0,2
12446,116803,0,0,0,6558,23,0
12447,22,15,0,0,6558,2,1
12448,0,0,0,0,6558,0,2
12449,116804,0,0,0,6559,23,0
12450,22,20,0,0,6559,2,1
12451,0,0,0,0,6559,0,2
12452,116805,0,0,0,6560,23,0
12453,22,35,0,0,6560,2,1
12454,0,0,0,0,6560,0,2
12455,116806,0,0,0,6561,23,0
12456,22,20,0,0,6561,2,1
12457,0,0,0,0,6561,0,2
12458,116807,0,0,0,6562,23,0
12459,22,35,0,0,6562,2,1
12460,0,0,0,0,6562,0,2
12461,116808,0,0,0,6563,23,0
12462,22,20,0,0,6563,2,1
12463,0,0,0,0,6563,0,2
12464,116809,0,0,0,6564,23,0
12465,22,35,0,0,6564,2,1
12466,0,0,0,0,6564,0,2
12467,116810,0,0,0,6565,23,0
12468,22,20,0,0,6565,2,1
12469,0,0,0,0,6565,0,2
12470,116811,0,0,0,6566,23,0
12471,22,35,0,0,6566,2,1
12472,0,0,0,0,6566,0,2
12473,116812,0,0,0,6567,23,0
12474,22,35,0,0,6567,2,1
12475,0,0,0,0,6567,0,2
12476,116813,0,0,0,6568,23,0
12477,22,25,0,0,6568,2,1
12478,0,0,0,0,6568,0,2
12479,116814,0,0,0,6569,23,0
12480,22,25,0,0,6569,2,1
12481,0,0,0,0,6569,0,2
12482,116815,0,0,0,6570,23,0
12483,22,20,0,0,6570,2,1
12484,0,0,0,0,6570,0,2
12485,116816,0,0,0,6571,23,0
12486,22,30,0,0,6571,2,1
12487,0,0,0,0,6571,0,2
12488,116817,0,0,0,6572,23,0
12489,22,50,0,0,6572,2,1
12490,0,0,0,0,6572,0,2
12491,116818,0,0,0,6573,23,0
12492,22,15,0,0,6573,2,1
12493,0,0,0,0,6573,0,2
12500,116854,0,0,0,6272,23,4
12501,116854,0,0,0,6273,23,5
12502,116854,0,0,0,6274,23,5
12503,116854,0,0,0,6275,23,5
12504,116854,0,0,0,6276,23,5
12505,116854,0,0,0,6277,23,6
12506,116854,0,0,0,6278,23,6
12507,116854,0,0,0,6279,23,6
12508,116854,0,0,0,6280,23,6
12509,116854,0,0,0,6281,23,6
12510,116854,0,0,0,6282,23,6
12511,116854,0,0,0,6283,23,7
12512,116854,0,0,0,6284,23,7
12513,116854,0,0,0,6285,23,7
12514,116854,0,0,0,6286,23,7
