ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID
104986,1,6,0,-1,-1,0,29649,0
104987,0,0,-1,-1,-1,0,483,0
104988,1,6,0,-1,-1,0,38475,0
104989,0,0,-1,-1,-1,0,483,0
104990,1,6,0,-1,-1,0,38477,0
104991,0,0,-1,-1,-1,0,483,0
104992,1,6,0,-1,-1,0,38478,0
104993,0,0,-1,-1,-1,0,483,0
104994,1,6,0,-1,-1,0,38476,0
104995,0,0,-1,-1,-1,0,483,0
104996,1,6,0,-1,-1,0,38479,0
104997,0,0,-1,-1,-1,0,483,0
104998,1,6,0,-1,-1,0,38473,0
104999,0,0,-1,-1,-1,0,483,0
105000,1,6,0,-1,-1,0,29608,0
105001,0,0,-1,-1,-1,0,483,0
105002,1,6,0,-1,-1,0,29610,0
105003,0,0,-1,-1,-1,0,483,0
105004,1,6,0,-1,-1,0,29613,0
105005,0,0,-1,-1,-1,0,483,0
105006,1,6,0,-1,-1,0,29657,0
105007,0,0,-1,-1,-1,0,483,0
105008,1,6,0,-1,-1,0,29614,0
105009,0,0,-1,-1,-1,0,483,0
105010,1,6,0,-1,-1,0,32285,0
105011,0,0,-1,-1,-1,0,483,0
105012,1,6,0,-1,-1,0,29616,0
105013,0,0,-1,-1,-1,0,483,0
105014,1,6,0,-1,-1,0,29611,0
105015,0,0,-1,-1,-1,0,483,0
105016,1,6,0,-1,-1,0,29656,0
105017,0,0,-1,-1,-1,0,483,0
105018,1,6,0,-1,-1,0,29617,0
105019,0,0,-1,-1,-1,0,483,0
105020,1,6,0,-1,-1,0,29615,0
105021,0,0,-1,-1,-1,0,483,0
105022,1,6,0,-1,-1,0,34608,0
105023,0,0,-1,-1,-1,0,483,0
105024,1,6,0,-1,-1,0,29657,0
105025,0,0,-1,-1,-1,0,483,0
105026,1,6,0,-1,-1,0,29645,0
105027,0,0,-1,-1,-1,0,483,0
105028,1,6,0,-1,-1,0,29629,0
105029,0,0,-1,-1,-1,0,483,0
105030,1,6,0,-1,-1,0,29642,0
105031,0,0,-1,-1,-1,0,483,0
105032,1,6,0,-1,-1,0,42662,0
105033,0,0,-1,-1,-1,0,483,0
105034,1,6,0,-1,-1,0,29630,0
105035,0,0,-1,-1,-1,0,483,0
105036,1,6,0,-1,-1,0,29643,0
105037,0,0,-1,-1,-1,0,483,0
105038,1,6,0,-1,-1,0,29605,0
105039,0,0,-1,-1,-1,0,483,0
105040,1,6,0,-1,-1,0,29603,0
105041,0,0,-1,-1,-1,0,483,0
105042,1,6,0,-1,-1,0,29606,0
105043,0,0,-1,-1,-1,0,483,0
105044,1,6,0,-1,-1,0,29566,0
105045,0,0,-1,-1,-1,0,483,0
105046,1,6,0,-1,-1,0,29569,0
105047,0,0,-1,-1,-1,0,483,0
105048,1,6,0,-1,-1,0,29568,0
105049,0,0,-1,-1,-1,0,483,0
105050,1,6,0,-1,-1,0,29571,0
105051,0,0,-1,-1,-1,0,483,0
105052,1,6,0,-1,-1,0,29728,0
105053,0,0,-1,-1,-1,0,483,0
105054,1,6,0,-1,-1,0,29628,0
105055,0,0,-1,-1,-1,0,483,0
105056,1,6,0,-1,-1,0,29695,0
105057,0,0,-1,-1,-1,0,483,0
105058,1,6,0,-1,-1,0,29663,0
105059,0,0,-1,-1,-1,0,483,0
105060,1,6,0,-1,-1,0,29668,0
105061,0,0,-1,-1,-1,0,483,0
105062,1,6,0,-1,-1,0,29622,0
105063,0,0,-1,-1,-1,0,483,0
105064,1,6,0,-1,-1,0,29699,0
105065,0,0,-1,-1,-1,0,483,0
105066,1,6,0,-1,-1,0,29662,0
105067,0,0,-1,-1,-1,0,483,0
105068,1,6,0,-1,-1,0,29671,0
105069,0,0,-1,-1,-1,0,483,0
105070,1,6,0,-1,-1,0,29672,0
105071,0,0,-1,-1,-1,0,483,0
105072,1,6,0,-1,-1,0,29658,0
105073,0,0,-1,-1,-1,0,483,0
105074,1,6,0,-1,-1,0,29698,0
105075,0,0,-1,-1,-1,0,483,0
105076,1,6,0,-1,-1,0,29692,0
105077,0,0,-1,-1,-1,0,483,0
105078,1,6,0,-1,-1,0,29664,0
105079,0,0,-1,-1,-1,0,483,0
105080,1,6,0,-1,-1,0,29696,0
105081,0,0,-1,-1,-1,0,483,0
105082,1,6,0,-1,-1,0,29700,0
105083,0,0,-1,-1,-1,0,483,0
105084,1,6,0,-1,-1,0,29693,0
105085,0,0,-1,-1,-1,0,483,0
105086,1,6,0,-1,-1,0,29697,0
105087,0,0,-1,-1,-1,0,483,0
105088,1,6,0,-1,-1,0,29694,0
105089,0,0,-1,-1,-1,0,483,0
105090,1,6,0,-1,-1,0,29669,0
105091,0,0,-1,-1,-1,0,483,0
105092,1,6,0,-1,-1,0,43846,0
105093,0,0,-1,-1,-1,0,483,0
105094,1,6,0,-1,-1,0,24141,0
105095,0,0,-1,-1,-1,0,483,0
105096,1,6,0,-1,-1,0,24138,0
105097,0,0,-1,-1,-1,0,483,0
105098,1,6,0,-1,-1,0,24137,0
105099,0,0,-1,-1,-1,0,483,0
105100,1,6,0,-1,-1,0,24140,0
105101,0,0,-1,-1,-1,0,483,0
105102,1,6,0,-1,-1,0,24136,0
105103,0,0,-1,-1,-1,0,483,0
105104,1,6,0,-1,-1,0,24139,0
105105,0,0,-1,-1,-1,0,483,0
105106,1,6,0,-1,-1,0,27590,0
105107,0,0,-1,-1,-1,0,483,0
105108,1,6,0,-1,-1,0,27588,0
105109,0,0,-1,-1,-1,0,483,0
105110,1,6,0,-1,-1,0,27589,0
105111,0,0,-1,-1,-1,0,483,0
105112,1,6,0,-1,-1,0,27587,0
105113,0,0,-1,-1,-1,0,483,0
105114,1,6,0,-1,-1,0,27586,0
105115,0,0,-1,-1,-1,0,483,0
105116,1,6,0,-1,-1,0,27585,0
105117,0,0,-1,-1,-1,0,483,0
105118,1,6,0,-1,-1,0,23632,0
105119,0,0,-1,-1,-1,0,483,0
105120,1,6,0,-1,-1,0,23633,0
105121,0,0,-1,-1,-1,0,483,0
105122,1,6,0,-1,-1,0,28242,0
105123,0,0,-1,-1,-1,0,483,0
105124,1,6,0,-1,-1,0,28243,0
105125,0,0,-1,-1,-1,0,483,0
105126,1,6,0,-1,-1,0,15295,0
105127,0,0,-1,-1,-1,0,483,0
105128,1,6,0,-1,-1,0,15292,0
105129,0,0,-1,-1,-1,0,483,0
105130,1,6,0,-1,-1,0,15294,0
105131,0,0,-1,-1,-1,0,483,0
105132,1,6,0,-1,-1,0,15296,0
105133,0,0,-1,-1,-1,0,483,0
105134,1,6,0,-1,-1,0,15293,0
105135,0,0,-1,-1,-1,0,483,0
105136,1,6,0,-1,-1,0,16667,0
105137,0,0,-1,-1,-1,0,483,0
105138,1,6,0,-1,-1,0,16655,0
105139,0,0,-1,-1,-1,0,483,0
105140,1,6,0,-1,-1,0,16732,0
105141,0,0,-1,-1,-1,0,483,0
105142,1,6,0,-1,-1,0,16664,0
105143,0,0,-1,-1,-1,0,483,0
105144,1,6,0,-1,-1,0,16665,0
105145,0,0,-1,-1,-1,0,483,0
105146,1,6,0,-1,-1,0,16726,0
105147,0,0,-1,-1,-1,0,483,0
105148,1,6,0,-1,-1,0,28463,0
105149,0,0,-1,-1,-1,0,483,0
105150,1,6,0,-1,-1,0,28462,0
105151,0,0,-1,-1,-1,0,483,0
105152,1,6,0,-1,-1,0,28461,0
105153,0,0,-1,-1,-1,0,483,0
105154,1,6,0,-1,-1,0,24399,0
105155,0,0,-1,-1,-1,0,483,0
105156,1,6,0,-1,-1,0,23653,0
105157,0,0,-1,-1,-1,0,483,0
105158,1,6,0,-1,-1,0,23650,0
105159,0,0,-1,-1,-1,0,483,0
105160,1,6,0,-1,-1,0,23652,0
105161,0,0,-1,-1,-1,0,483,0
105162,1,6,0,-1,-1,0,23636,0
105163,0,0,-1,-1,-1,0,483,0
105164,1,6,0,-1,-1,0,23637,0
105165,0,0,-1,-1,-1,0,483,0
105166,1,6,0,-1,-1,0,23639,0
105167,0,0,-1,-1,-1,0,483,0
105168,1,6,0,-1,-1,0,23638,0
105169,0,0,-1,-1,-1,0,483,0
105170,1,6,0,-1,-1,0,28244,0
105171,0,0,-1,-1,-1,0,483,0
105172,1,6,0,-1,-1,0,8368,0
105173,0,0,-1,-1,-1,0,483,0
105174,1,6,0,-1,-1,0,8366,0
105175,0,0,-1,-1,-1,0,483,0
105176,1,6,0,-1,-1,0,24913,0
105177,0,0,-1,-1,-1,0,483,0
105178,1,6,0,-1,-1,0,24912,0
105179,0,0,-1,-1,-1,0,483,0
105180,1,6,0,-1,-1,0,24914,0
105181,0,0,-1,-1,-1,0,483,0
105182,1,6,0,-1,-1,0,23628,0
105183,0,0,-1,-1,-1,0,483,0
105184,1,6,0,-1,-1,0,23629,0
105185,0,0,-1,-1,-1,0,483,0
105186,1,6,0,-1,-1,0,11454,0
105187,0,0,-1,-1,-1,0,483,0
105188,1,6,0,-1,-1,0,9813,0
105189,0,0,-1,-1,-1,0,483,0
105190,1,6,0,-1,-1,0,9820,0
105191,0,0,-1,-1,-1,0,483,0
105192,1,6,0,-1,-1,0,10013,0
105193,0,0,-1,-1,-1,0,483,0
105194,1,6,0,-1,-1,0,9818,0
105195,0,0,-1,-1,-1,0,483,0
105196,1,6,0,-1,-1,0,16660,0
105197,0,0,-1,-1,-1,0,483,0
105198,1,6,0,-1,-1,0,20897,0
105199,0,0,-1,-1,-1,0,483,0
105200,1,6,0,-1,-1,0,16724,0
105201,0,0,-1,-1,-1,0,483,0
105202,1,6,0,-1,-1,0,20890,0
105203,0,0,-1,-1,-1,0,483,0
105204,1,6,0,-1,-1,0,20873,0
105205,0,0,-1,-1,-1,0,483,0
105206,1,6,0,-1,-1,0,20872,0
105207,0,0,-1,-1,-1,0,483,0
105208,1,6,0,-1,-1,0,16661,0
105209,0,0,-1,-1,-1,0,483,0
105210,1,6,0,-1,-1,0,27829,0
105211,0,0,-1,-1,-1,0,483,0
105212,1,6,0,-1,-1,0,16746,0
105213,0,0,-1,-1,-1,0,483,0
105214,1,6,0,-1,-1,0,20874,0
105215,0,0,-1,-1,-1,0,483,0
105216,1,6,0,-1,-1,0,16650,0
105217,0,0,-1,-1,-1,0,483,0
105218,1,6,0,-1,-1,0,16991,0
105219,0,0,-1,-1,-1,0,483,0
105220,1,6,0,-1,-1,0,16994,0
105221,0,0,-1,-1,-1,0,483,0
105222,1,6,0,-1,-1,0,16970,0
105223,0,0,-1,-1,-1,0,483,0
105224,1,6,0,-1,-1,0,10009,0
105225,0,0,-1,-1,-1,0,483,0
105226,1,6,0,-1,-1,0,9814,0
105227,0,0,-1,-1,-1,0,483,0
105228,1,6,0,-1,-1,0,7224,0
105229,0,0,-1,-1,-1,0,483,0
105230,1,6,0,-1,-1,0,6518,0
105231,0,0,-1,-1,-1,0,483,0
105232,1,6,0,-1,-1,0,3504,0
105233,0,0,-1,-1,-1,0,483,0
105234,1,6,0,-1,-1,0,3325,0
105235,0,0,-1,-1,-1,0,483,0
105236,1,6,0,-1,-1,0,9966,0
105237,0,0,-1,-1,-1,0,483,0
105238,1,6,0,-1,-1,0,3495,0
105239,0,0,-1,-1,-1,0,483,0
105240,1,6,0,-1,-1,0,12259,0
105241,0,0,-1,-1,-1,0,483,0
105242,1,6,0,-1,-1,0,3515,0
105243,0,0,-1,-1,-1,0,483,0
105244,1,6,0,-1,-1,0,3321,0
105245,0,0,-1,-1,-1,0,483,0
105246,1,6,0,-1,-1,0,9939,0
105247,0,0,-1,-1,-1,0,483,0
105248,1,6,0,-1,-1,0,3500,0
105249,0,0,-1,-1,-1,0,483,0
105250,1,6,0,-1,-1,0,9970,0
105251,0,0,-1,-1,-1,0,483,0
105252,1,6,0,-1,-1,0,3295,0
105253,0,0,-1,-1,-1,0,483,0
105254,1,6,0,-1,-1,0,3505,0
105255,0,0,-1,-1,-1,0,483,0
105256,1,6,0,-1,-1,0,9942,0
105257,0,0,-1,-1,-1,0,483,0
105258,1,6,0,-1,-1,0,3497,0
105259,0,0,-1,-1,-1,0,483,0
105260,1,6,0,-1,-1,0,3493,0
105261,0,0,-1,-1,-1,0,483,0
105262,1,6,0,-1,-1,0,3297,0
105263,0,0,-1,-1,-1,0,483,0
105264,1,6,0,-1,-1,0,9995,0
105265,0,0,-1,-1,-1,0,483,0
105266,1,6,0,-1,-1,0,9811,0
105267,0,0,-1,-1,-1,0,483,0
105268,1,6,0,-1,-1,0,7222,0
105269,0,0,-1,-1,-1,0,483,0
105270,1,6,0,-1,-1,0,15973,0
105271,0,0,-1,-1,-1,0,483,0
105272,1,6,0,-1,-1,0,9933,0
105273,0,0,-1,-1,-1,0,483,0
105274,1,6,0,-1,-1,0,3492,0
105275,0,0,-1,-1,-1,0,483,0
105276,1,6,0,-1,-1,0,10005,0
105277,0,0,-1,-1,-1,0,483,0
105278,1,6,0,-1,-1,0,9964,0
105279,0,0,-1,-1,-1,0,483,0
105280,1,6,0,-1,-1,0,3507,0
105281,0,0,-1,-1,-1,0,483,0
105282,1,6,0,-1,-1,0,3513,0
105283,0,0,-1,-1,-1,0,483,0
105284,1,6,0,-1,-1,0,3511,0
105285,0,0,-1,-1,-1,0,483,0
105286,1,6,0,-1,-1,0,3330,0
105287,0,0,-1,-1,-1,0,483,0
105288,1,6,0,-1,-1,0,3334,0
105289,0,0,-1,-1,-1,0,483,0
105290,1,6,0,-1,-1,0,2671,0
105291,0,0,-1,-1,-1,0,483,0
105292,1,6,0,-1,-1,0,3336,0
105293,0,0,-1,-1,-1,0,483,0
105294,1,6,0,-1,-1,0,7221,0
105295,0,0,-1,-1,-1,0,483,0
105296,1,6,0,-1,-1,0,2673,0
105297,0,0,-1,-1,-1,0,483,0
105298,1,6,0,-1,-1,0,16973,0
105299,0,0,-1,-1,-1,0,483,0
105300,1,6,0,-1,-1,0,16993,0
105301,0,0,-1,-1,-1,0,483,0
105302,1,6,0,-1,-1,0,16988,0
105303,0,0,-1,-1,-1,0,483,0
105304,1,6,0,-1,-1,0,27830,0
105305,0,0,-1,-1,-1,0,483,0
105306,1,6,0,-1,-1,0,21913,0
105307,0,0,-1,-1,-1,0,483,0
105308,1,6,0,-1,-1,0,16647,0
105309,0,0,-1,-1,-1,0,483,0
105310,1,6,0,-1,-1,0,9980,0
105311,0,0,-1,-1,-1,0,483,0
105312,1,6,0,-1,-1,0,16969,0
105313,0,0,-1,-1,-1,0,483,0
105314,1,6,0,-1,-1,0,9952,0
105315,0,0,-1,-1,-1,0,483,0
105316,1,6,0,-1,-1,0,16663,0
105317,0,0,-1,-1,-1,0,483,0
105318,1,6,0,-1,-1,0,9972,0
105319,0,0,-1,-1,-1,0,483,0
105320,1,6,0,-1,-1,0,16742,0
105321,0,0,-1,-1,-1,0,483,0
105322,1,6,0,-1,-1,0,9997,0
105323,0,0,-1,-1,-1,0,483,0
105324,1,6,0,-1,-1,0,16646,0
105325,0,0,-1,-1,-1,0,483,0
105326,1,6,0,-1,-1,0,16745,0
105327,0,0,-1,-1,-1,0,483,0
105328,1,6,0,-1,-1,0,9957,0
105329,0,0,-1,-1,-1,0,483,0
105330,1,6,0,-1,-1,0,16657,0
105331,0,0,-1,-1,-1,0,483,0
105332,1,6,0,-1,-1,0,16983,0
105333,0,0,-1,-1,-1,0,483,0
105334,1,6,0,-1,-1,0,9945,0
105335,0,0,-1,-1,-1,0,483,0
105336,1,6,0,-1,-1,0,9950,0
105337,0,0,-1,-1,-1,0,483,0
105338,1,6,0,-1,-1,0,16649,0
105339,0,0,-1,-1,-1,0,483,0
105340,1,6,0,-1,-1,0,11643,0
105341,0,0,-1,-1,-1,0,483,0
105342,1,6,0,-1,-1,0,16967,0
105343,0,0,-1,-1,-1,0,483,0
105344,1,6,0,-1,-1,0,16744,0
105345,0,0,-1,-1,-1,0,483,0
105346,1,6,0,-1,-1,0,16960,0
105347,0,0,-1,-1,-1,0,483,0
105348,1,6,0,-1,-1,0,9979,0
105349,0,0,-1,-1,-1,0,483,0
105350,1,6,0,-1,-1,0,16730,0
105351,0,0,-1,-1,-1,0,483,0
105352,1,6,0,-1,-1,0,16731,0
105353,0,0,-1,-1,-1,0,483,0
105354,1,6,0,-1,-1,0,16971,0
105355,0,0,-1,-1,-1,0,483,0
105356,1,6,0,-1,-1,0,16658,0
105357,0,0,-1,-1,-1,0,483,0
105358,1,6,0,-1,-1,0,43549,0
105359,0,0,-1,-1,-1,0,483,0
105360,1,6,0,-1,-1,0,21161,0
105361,0,0,-1,-1,-1,0,483,0
105362,1,6,0,-1,-1,0,22757,0
105363,0,0,-1,-1,-1,0,483,0
105364,1,6,0,-1,-1,0,16741,0
105365,0,0,-1,-1,-1,0,483,0
105366,1,6,0,-1,-1,0,20876,0
105367,0,0,-1,-1,-1,0,483,0
105368,1,6,0,-1,-1,0,16728,0
105369,0,0,-1,-1,-1,0,483,0
105370,1,6,0,-1,-1,0,16729,0
105371,0,0,-1,-1,-1,0,483,0
105372,1,6,0,-1,-1,0,16651,0
105373,0,0,-1,-1,-1,0,483,0
105374,1,6,0,-1,-1,0,16645,0
105375,0,0,-1,-1,-1,0,483,0
105376,1,6,0,-1,-1,0,2667,0
105377,0,0,-1,-1,-1,0,483,0
105378,1,6,0,-1,-1,0,8367,0
105379,0,0,-1,-1,-1,0,483,0
105380,1,6,0,-1,-1,0,9937,0
105381,0,0,-1,-1,-1,0,483,0
105382,1,6,0,-1,-1,0,3503,0
105383,0,0,-1,-1,-1,0,483,0
105384,1,6,0,-1,-1,0,16990,0
105385,0,0,-1,-1,-1,0,483,0
105386,1,6,0,-1,-1,0,16992,0
105387,0,0,-1,-1,-1,0,483,0
105388,1,6,0,-1,-1,0,16978,0
105389,0,0,-1,-1,-1,0,483,0
105390,1,6,0,-1,-1,0,16985,0
105391,0,0,-1,-1,-1,0,483,0
105392,1,6,0,-1,-1,0,27832,0
105393,0,0,-1,-1,-1,0,483,0
105394,1,6,0,-1,-1,0,16984,0
105395,0,0,-1,-1,-1,0,483,0
105396,1,6,0,-1,-1,0,16653,0
105397,0,0,-1,-1,-1,0,483,0
105398,1,6,0,-1,-1,0,16652,0
105399,0,0,-1,-1,-1,0,483,0
105400,1,6,0,-1,-1,0,16643,0
105401,0,0,-1,-1,-1,0,483,0
105402,1,6,0,-1,-1,0,16654,0
105403,0,0,-1,-1,-1,0,483,0
105404,1,6,0,-1,-1,0,16980,0
105405,0,0,-1,-1,-1,0,483,0
105406,1,6,0,-1,-1,0,16642,0
105407,0,0,-1,-1,-1,0,483,0
105408,1,6,0,-1,-1,0,16659,0
105409,0,0,-1,-1,-1,0,483,0
105410,1,6,0,-1,-1,0,16648,0
105411,0,0,-1,-1,-1,0,483,0
105412,1,6,0,-1,-1,0,16656,0
105413,0,0,-1,-1,-1,0,483,0
105414,1,6,0,-1,-1,0,16725,0
105415,0,0,-1,-1,-1,0,483,0
105416,1,6,0,-1,-1,0,16662,0
105417,0,0,-1,-1,-1,0,483,0
105418,1,6,0,-1,-1,0,16644,0
105419,0,0,-1,-1,-1,0,483,0
105420,1,6,0,-1,-1,0,3494,0
105421,0,0,-1,-1,-1,0,483,0
105422,1,6,0,-1,-1,0,3498,0
105423,0,0,-1,-1,-1,0,483,0
105424,1,6,0,-1,-1,0,3496,0
105425,0,0,-1,-1,-1,0,483,0
105426,1,6,0,-1,-1,0,16995,0
105427,0,0,-1,-1,-1,0,483,0
105428,1,6,0,-1,-1,0,16986,0
105429,0,0,-1,-1,-1,0,483,0
105430,1,6,0,-1,-1,0,16987,0
105431,0,0,-1,-1,-1,0,483,0
105432,1,6,0,-1,-1,0,16965,0
105433,0,0,-1,-1,-1,0,483,0
105434,1,6,0,-1,-1,0,10007,0
105435,0,0,-1,-1,-1,0,483,0
105436,1,6,0,-1,-1,0,101823,0
105437,0,0,-1,-1,-1,0,483,0
105438,1,6,0,-1,-1,0,101827,0
105439,0,0,-1,-1,-1,0,483,0
105440,1,6,0,-1,-1,0,101825,0
105441,0,0,-1,-1,-1,0,483,0
105442,1,6,0,-1,-1,0,101826,0
105443,0,0,-1,-1,-1,0,483,0
105444,1,6,0,-1,-1,0,101824,0
105445,0,0,-1,-1,-1,0,483,0
105446,1,6,0,-1,-1,0,101828,0
105447,0,0,-1,-1,-1,0,483,0
105448,1,6,0,-1,-1,0,93328,0
105449,0,0,-1,-1,-1,0,483,0
105450,1,6,0,-1,-1,0,92688,0
105451,0,0,-1,-1,-1,0,483,0
105452,1,6,0,-1,-1,0,92643,0
105453,0,0,-1,-1,-1,0,483,0
105454,1,6,0,-1,-1,0,53936,0
105455,0,0,-1,-1,-1,0,483,0
105456,1,6,0,-1,-1,0,53937,0
105457,0,0,-1,-1,-1,0,483,0
105458,1,6,0,-1,-1,0,53942,0
105459,0,0,-1,-1,-1,0,483,0
105460,1,6,0,-1,-1,0,53938,0
105461,0,0,-1,-1,-1,0,483,0
105462,1,6,0,-1,-1,0,53939,0
105463,0,0,-1,-1,-1,0,483,0
105464,1,6,0,-1,-1,0,28578,0
105465,0,0,-1,-1,-1,0,483,0
105466,1,6,0,-1,-1,0,28564,0
105467,0,0,-1,-1,-1,0,483,0
105468,1,6,0,-1,-1,0,17632,0
105469,0,0,-1,-1,-1,0,483,0
105470,1,6,0,-1,-1,0,47049,0
105471,0,0,-1,-1,-1,0,483,0
105472,1,6,0,-1,-1,0,47046,0
105473,0,0,-1,-1,-1,0,483,0
105474,1,6,0,-1,-1,0,47050,0
105475,0,0,-1,-1,-1,0,483,0
105476,1,6,0,-1,-1,0,28567,0
105477,0,0,-1,-1,-1,0,483,0
105478,1,6,0,-1,-1,0,28568,0
105479,0,0,-1,-1,-1,0,483,0
105480,1,6,0,-1,-1,0,28549,0
105481,0,0,-1,-1,-1,0,483,0
105482,1,6,0,-1,-1,0,32766,0
105483,0,0,-1,-1,-1,0,483,0
105484,1,6,0,-1,-1,0,28553,0
105485,0,0,-1,-1,-1,0,483,0
105486,1,6,0,-1,-1,0,28563,0
105487,0,0,-1,-1,-1,0,483,0
105488,1,6,0,-1,-1,0,28575,0
105489,0,0,-1,-1,-1,0,483,0
105490,1,6,0,-1,-1,0,28562,0
105491,0,0,-1,-1,-1,0,483,0
105492,1,6,0,-1,-1,0,28571,0
105493,0,0,-1,-1,-1,0,483,0
105494,1,6,0,-1,-1,0,28569,0
105495,0,0,-1,-1,-1,0,483,0
105496,1,6,0,-1,-1,0,32766,0
105497,0,0,-1,-1,-1,0,483,0
105498,1,6,0,-1,-1,0,28565,0
105499,0,0,-1,-1,-1,0,483,0
105500,1,6,0,-1,-1,0,29688,0
105501,0,0,-1,-1,-1,0,483,0
105502,1,6,0,-1,-1,0,28564,0
105503,0,0,-1,-1,-1,0,483,0
105504,1,6,0,-1,-1,0,28577,0
105505,0,0,-1,-1,-1,0,483,0
105506,1,6,0,-1,-1,0,28573,0
105507,0,0,-1,-1,-1,0,483,0
105508,1,6,0,-1,-1,0,28558,0
105509,0,0,-1,-1,-1,0,483,0
105510,1,6,0,-1,-1,0,28578,0
105511,0,0,-1,-1,-1,0,483,0
105512,1,6,0,-1,-1,0,28557,0
105513,0,0,-1,-1,-1,0,483,0
105514,1,6,0,-1,-1,0,28543,0
105515,0,0,-1,-1,-1,0,483,0
105516,1,6,0,-1,-1,0,39639,0
105517,0,0,-1,-1,-1,0,483,0
105518,1,6,0,-1,-1,0,28555,0
105519,0,0,-1,-1,-1,0,483,0
105520,1,6,0,-1,-1,0,39637,0
105521,0,0,-1,-1,-1,0,483,0
105522,1,6,0,-1,-1,0,28576,0
105523,0,0,-1,-1,-1,0,483,0
105524,1,6,0,-1,-1,0,28552,0
105525,0,0,-1,-1,-1,0,483,0
105526,1,6,0,-1,-1,0,32765,0
105527,0,0,-1,-1,-1,0,483,0
105528,1,6,0,-1,-1,0,28566,0
105529,0,0,-1,-1,-1,0,483,0
105530,1,6,0,-1,-1,0,28554,0
105531,0,0,-1,-1,-1,0,483,0
105532,1,6,0,-1,-1,0,38960,0
105533,0,0,-1,-1,-1,0,483,0
105534,1,6,0,-1,-1,0,28579,0
105535,0,0,-1,-1,-1,0,483,0
105536,1,6,0,-1,-1,0,28546,0
105537,0,0,-1,-1,-1,0,483,0
105538,1,6,0,-1,-1,0,38962,0
105539,0,0,-1,-1,-1,0,483,0
105540,1,6,0,-1,-1,0,28568,0
105541,0,0,-1,-1,-1,0,483,0
105542,1,6,0,-1,-1,0,38961,0
105543,0,0,-1,-1,-1,0,483,0
105544,1,6,0,-1,-1,0,28570,0
105545,0,0,-1,-1,-1,0,483,0
105546,1,6,0,-1,-1,0,28572,0
105547,0,0,-1,-1,-1,0,483,0
105548,1,6,0,-1,-1,0,28550,0
105549,0,0,-1,-1,-1,0,483,0
105550,1,6,0,-1,-1,0,28556,0
105551,0,0,-1,-1,-1,0,483,0
105552,1,6,0,-1,-1,0,28553,0
105553,0,0,-1,-1,-1,0,483,0
105554,1,6,0,-1,-1,0,45061,0
105555,0,0,-1,-1,-1,0,483,0
105556,1,6,0,-1,-1,0,17635,0
105557,0,0,-1,-1,-1,0,483,0
105558,1,6,0,-1,-1,0,11466,0
105559,0,0,-1,-1,-1,0,483,0
105560,1,6,0,-1,-1,0,11472,0
105561,0,0,-1,-1,-1,0,483,0
105562,1,6,0,-1,-1,0,11458,0
105563,0,0,-1,-1,-1,0,483,0
105564,1,6,0,-1,-1,0,17552,0
105565,0,0,-1,-1,-1,0,483,0
105566,1,6,0,-1,-1,0,3175,0
105567,0,0,-1,-1,-1,0,483,0
105568,1,6,0,-1,-1,0,17565,0
105569,0,0,-1,-1,-1,0,483,0
105570,1,6,0,-1,-1,0,3453,0
105571,0,0,-1,-1,-1,0,483,0
105572,1,6,0,-1,-1,0,17572,0
105573,0,0,-1,-1,-1,0,483,0
105574,1,6,0,-1,-1,0,7256,0
105575,0,0,-1,-1,-1,0,483,0
105576,1,6,0,-1,-1,0,11464,0
105577,0,0,-1,-1,-1,0,483,0
105578,1,6,0,-1,-1,0,17557,0
105579,0,0,-1,-1,-1,0,483,0
105580,1,6,0,-1,-1,0,26277,0
105581,0,0,-1,-1,-1,0,483,0
105582,1,6,0,-1,-1,0,11477,0
105583,0,0,-1,-1,-1,0,483,0
105584,1,6,0,-1,-1,0,17576,0
105585,0,0,-1,-1,-1,0,483,0
105586,1,6,0,-1,-1,0,4942,0
105587,0,0,-1,-1,-1,0,483,0
105588,1,6,0,-1,-1,0,11456,0
105589,0,0,-1,-1,-1,0,483,0
105590,1,6,0,-1,-1,0,17557,0
105591,0,0,-1,-1,-1,0,483,0
105592,1,6,0,-1,-1,0,2336,0
105593,0,0,-1,-1,-1,0,483,0
105594,1,6,0,-1,-1,0,6624,0
105595,0,0,-1,-1,-1,0,483,0
105596,1,6,0,-1,-1,0,17579,0
105597,0,0,-1,-1,-1,0,483,0
105598,1,6,0,-1,-1,0,17575,0
105599,0,0,-1,-1,-1,0,483,0
105600,1,6,0,-1,-1,0,17557,0
105601,0,0,-1,-1,-1,0,483,0
105602,1,6,0,-1,-1,0,17560,0
105603,0,0,-1,0,0,79,483,0
105604,1,6,0,-1,-1,0,3174,0
105605,0,0,-1,-1,-1,0,483,0
105606,1,6,0,-1,-1,0,17580,0
105607,0,0,-1,-1,-1,0,483,0
105608,1,6,0,-1,-1,0,17553,0
105609,0,0,-1,-1,-1,0,483,0
105610,1,6,0,-1,-1,0,7257,0
105611,0,0,-1,-1,-1,0,483,0
105612,1,6,0,-1,-1,0,17574,0
105613,0,0,-1,-1,-1,0,483,0
105614,1,6,0,-1,-1,0,17564,0
105615,0,0,-1,-1,-1,0,483,0
105616,1,6,0,-1,-1,0,4508,0
105617,0,0,-1,-1,-1,0,483,0
105618,1,6,0,-1,-1,0,17635,0
